_id,choose_the_best_user_intent_for_the_post_gold,is_the_title_discriminative_gold,if_yes_does_the_intent_of_the_title_and_content_agree_with_each_other_gold,docid,title,content,forumid,
447472146,Others.,No,,716465,Deplin," Have any of you taking deplin with your antidepressant medication? If so, what mg did you start with. :wave:",44,0.436857581
447489526,"What is the cause of symptoms, conditions, or test findings X?",No,,876841,Crazy heart palpitations," Hello, I have been getting heart palpitations for about 5 years but I am starting to feel some different sensations and I am getting scared. I get 2 different kinds. The first is almoat like a skipped beat. I have worn a heart monitor and was told they are PAC's and nothing to worry about. The second kind are more scary. They usually happen when I am at rest. It feels like my heart is fluttering or beating very quickly but it is not beating hard. I can feel the quick beats/flutters iny pulse. I do not feel lightheaded or shoet of breath but do get very worried. If I cough I can get it to atop. Sometime I burp right after it happens and that helps too. I do suffer from amxiety but they seem to happen when I am just watching tv or reading a book. I am going to go back to the cardiologist soon and hopefully they will catch it on the halter monitor. Any ideas what this could be?",65,0.122251694
447489523,"Story telling, news, sharing or asking about experience, or soliciting support.",No,,710722,Understanding," I'm 19 years old and i dont remember what its like to be happy. Im not really looking for advice just trying to find someone who understands..someone who understands whos not just saying they do. I guess the root of my unhappniess is from my parents who i havent talked to since i was 13. Both suffer from depression. my dads an abusive drunk and my mom is a drunk an addict and a postitute so you can say i have seen a fair amount of shit in my life. Im not suicdle right now but i have been, i even tryed it once. the ironic part is my mother has tryed several times to kill herself she has even done it to guilt us. (my older brother and sister) I hate my mother everything about her. the worst part is im turning out just like her. (emotionally) Below is something i wrote the other day when i was feeling really low. I thought instead of trying to write about my depression i would just show you it. I'm a little nervouse about showing it.. i guess im worried it wont make any sence to anymore.. but i have tryed everything else and this site seems pretty safe so i guess im going to give it a try. It�s agonising the way I feel, it makes perfect sense in my head but when I let it out...it�s understandable that you can�t make sense of it. I try to let it out because thoughts like these shouldn�t be locked away inside my very fucked up head. I don�t think I�ve ever felt this way before..I probably have but the emptiness I feel right now is overwhelming it�s like I don�t even have enough energy to hate myself I walk and it�s just gliding I think and its nothing I smile and I talk and its fake. Fake enough for everyone to notice yet nobody cares. Depression is a very scary and dangerous thing but then why does no body seem to interfere? I stopped smoking pot I don�t know why I guess to get myself back, ironically only to find nothing there. I understand why people need drugs alcohol...addiction, with it your something with it you feel, you see you think even if it�s not you... its better then you because without it nothing seems to matter. Who am I? Why do i try so hard to stay alive...what I am looking for what am I waiting for someone to save me? To wake up and suddenly things in life come easy. You�d tell me I have to do it for myself what you don�t realize is it�s not as simple as you think. Probably because there aren�t any clouds in your vision you can make decions. Probably because you don�t have demons pulling you down telling you you�re nothing forcing you to believe everything is your fault and there is absolutely no voice of reason. The happiest part of me is the weakest part of me it has no backup no strength. Depression is me it is my best friend it is when I feel safe, yet I�m terrified. Where is even ground? Why oh why haven�t I done it yet? It will come because if I fight it off then ill hurt everyone I love I�m simply wasting time...time which is so priceless so precious, it sound be a crime...lock me up because I�m telling you i don�t have the courage to do what needs to be done. I can�t believe this comes from inside of me. You should be scared but you�re not you should care but you don�t. Aug 27 09 6:27",44,0.615776332
447489479,"What is the cause of symptoms, conditions, or test findings X?",No,,746667,Heart skipping when waking up," When I get up in the morning, my heart seems to be beating fast and jumping all over the place skipping beats. On breaths out, my heart will do a couple of hard thumps sometimes. But the crazy heart beats can last a couple of hours or more after I wake up. Usually they go away during the day and may come back in the evening but are always there in the morning. I don't have health insurance and I've been trying like heck to get into a clinic but no luck as of yet. Can anyone tell me whats going on or have any advice for me? I'm taking beta blockers I got from my mother for high BP. My BP was 165/116. Now its down to 128/80. The skipped beats were present before the beta blockers but seem to have worsened since I went on them.",65,0.380492857
447489475,How should I manage or treat symptoms or conditions X?,No,,836287,Help with Abnormal EKGs," I hope someone might be able to tell me if these EKG results are something for which I should press my PCP to refer me to a cardiologist. I was hospitalized for a mild stroke a couple of weeks ago. I went to the ER suspecting a heart attack. But due to numbness, tingling and speech impairment (along with angina) stroke diagnosis was made. During my hospitalization I was referred to both a cardiologist and a neurologist. Unfortunately due to the blizzard of the century they could not make it to the hospital for the consult. I have today received a copy of my hospital records and they are two abnormal EKGs. One says probable posterior infarct and the other backside prior infarct . There is also a physician's report stating an EKG showing sinus tachycardia and prior posterior infarct. The ER physician ordered cardiac enzymes blood work be done three times every 6 hours. Unfortunately only one test was done and showed both CKMB and Troponin within normal limits. My PCP has agreed to do a referral to a neurologist but declined the cardiologist referral because my discharge papers only made mention of the stroke. Should I push for a referral to a cardiologist or are those EKGs inconsequential? Thank you for your help.",65,0.795606575
447489359,"Story telling, news, sharing or asking about experience, or soliciting support.",No,,830366,Newly learning of Heart Attack...," I went in the ER and had a 23 hours hospital stay on Nov. 30th. Dec. 7th I had a stress test done just learned that I have had a heart attack in the last 3-4 years. It's traumatizing to me to learn this and I'm not sure how or what to think about it. I've yet to be seen via my Dr to learn this news from her and was rescheduled for an appointment with her until Jan. 19th. I went in yesterday to see if I could get in BEFORE then ...she canceled me yesterday for today's appointment and I talked to another Dr's nurse about what the results of the stress test showed. She isn't a heart nurse and had NO clue what she was talking about other than reading me the result sheet. It did state that I have had a heart attack...and the test showed heart damage (anterior wall) with some Hypokinesis (sp?) ......I'm going to call the Cardiologist today that I seen after I had my daughter in 2007 see if he'll see me and discuss the results of my new stress test and see if there is something further he feels needs to be done NOW as I'm just living scared, right now. Just looking for comfort and support and thanks for reading this.....",65,0.216640807
447472109,"Story telling, news, sharing or asking about experience, or soliciting support.",No,,220701,Has anyone tried the home allergy test kits?, I've been seeing these testing kits advestised on the internet. Has anyone actually tried one of these?,10,0.549059328
447472190,"What is the cause of symptoms, conditions, or test findings X?",No,,747562,Enlarged heart? (xray inside)," I went to the doc because my feet and legs are swollen (i can leave an inch deep dent in my shin!) theyve been like this around 6 months now. He ran a bunch of tests and most of them came back ok except he said i was anemic, he said kidneys were good but he wanted to check if maybe my heart was enlarged, he didnt say why and my whining 3 year old made it hard to ask many questions. I got the xray done in the medical centre there and the xray guy gave me a disk with my xray on it and told me to bring them back with me to my next appointment. (its not what im used to, but this is my new doc now so thats how it goes i spoze!) So i am wondering if anyone here knows what an enlarged heart looks like? do i have one? why would he think i might? i wont be seeing the doc again for almost 2 weeks so my curiosity is just killing me! &amp;amp;amp;amp;amp;lt; edited &amp;amp;amp;amp;amp;gt;",65,0.719433121
439158220,How should I manage or treat symptoms or conditions X?,Yes,Yes,869150,Provocation/neutralization Drs in Oklahoma/Texas?," I think my depression, anxiety, and constant fatigue is related to an allergy and I want to get neutralization therapy. Does anyone have any personal recommendations for clinics/Doctors who do provocation/neutralization testing and therapy (preferably with the shots and not drops) in the Oklahoma/TX area? Has anyone here been successful in treating depression or fatigue via neutralization therapy?",44,0.713880984
447472531,How should I manage or treat symptoms or conditions X?,No,,662101,Biopsy..," Hi I just came from the surgeon and he wants to do a biospy on my breast , the type where they put me to sleep and cut me open as opposed to a needle biopsy. I have had black/ greyish liquid coming out of my left breast since october but did have a mamogram and ultra sound done and both where clear. there is a family history of breast cancer but I'm only 38 so why bother with the biopsy ?? I have no clue but he said he felt something. He said I'd need a week or two off from work to recuperate from the surgery and that there would probably be a scar. My surgeon isn't very talkative so if anyone has had this type of biopsy where they ut you to sleep please respond and tell me more about it. Thank you............BTW they want to do IT next week.",23,0.876813915
447489510,"Combination (&gt;2 of manage, cause, or adverse findings).",No,,674604,stinging in chest, I have stinging sensations in the left side of my chest. I'm 28 with a healthy lifestyle (non-smoker and light drinker). What could be causing this light stinging feeling in my chest? I've seen the doctor and they did a ECG or whatever the thing is called and they told me its the cartilige in the bones of my chest causing the problem. I don't know if I can accept this answer. Is their mosre tests that can rule out heart problems? CT scan or MRI? Thanks,65,0.477686634
447472166,"What is the cause of symptoms, conditions, or test findings X?",No,,675119,Angina??? or what?," For the last 3 weeks i been getting a weird chest pain. I have felt it just about everywhere on my chest but mostly on my left side. I would describe the pain as a dull and it usually lasts a second or two. The pain comes in periods, i have felt on and off for about an hour the longest. Before all this started i noticed a few things started to happen. For example i started to notice about two years ago that my arms and legs go numb very easy. I didnt thought much of it so i let it go. My legs and hands still go numb easily. In fact i have woken up a few times with my arms completely numb. Also, about 6 months ago i started to get pains on my thigs, behind the knee on either leg, and just a few weeks ago the same pain i have felt it on my arms, mostly on my left arm. When the pains are on my leg i cant exactly pin point where the pain is coming but when it comes to the arms im pretty sure that the pain radiates from my arm vein. These pains arent that painful, they are sharp and they last a second at the most. So what is wrong with me? i have done research and the chest stuff sounds like angina but the other pains sounds like blood clots? i mean is it possible to have multiple blood clots? or is it the same blood clot just moving around? im aware that i probably suffer from poor blood circulation. The last time i went to a doctor was about 5months ago. I went because i started to have constipation problems and i got diagnosed with irritable bowel syndrome. I been fighting that since, the consitpation comes and goes, is there a connection there? i lost my job about months ago, so going to a doctor is not possible for now. If you know anything about my symptoms please post, anything will be helpful. im 26, i dont smoke or drink, im slightly overweight but not fat, i excersice regularly, i dont see why im having heart issues. one last thing, since i started getting the pains that got me really scared so i started to work out. The other day when i was working out i could actually hear my heart beat. Is that normal? i mean it never happened before in my life. I also started an aspirin regimen. I know i should ask a doctor first but i dont want a heart attack so ill take my chances with the daily aspirin. questions comments anything helps! :) silius~",65,0.186302639
447489161,"Combination (&gt;2 of manage, cause, or adverse findings).",No,,396628,"Post-surgery, still experiencing nasal congest., &amp;amp;amp;amp;amp;amp; difficulty breathing through mouth"," I have been a member of these boards for a few years now. I have had a mysterious breathing probem for many years too! I am going to be a sophomore in college and am 19, and I have had this breathing problem since the 7th grade since I was about 13 or 14, so please be understanding with the wealth of detail I provide (hopefully in benefit of myself and others). I was advised on this board (I don't know if it was the greatest advice in hindsight) to get my tonsils taken out to eliminate the possibility of that as they were rather large. That is..were..because I finally had them taken out on May 3rd. It has been four weeks since I had my surgery on the day of this post. In addition to my tonsils, I also had my deviated septum corrected, adenoids removed, a somnoplasty, (shrinkage of the back of the tongue) and my turbinates corrected (I should have been more questioning with this but quite honestly just wanted to get surgery because I was so darn desperate, I don't quite know what they did to my turbinates but assumed it could only be good). I have been keeping a health log, and I will tell you all of the symptoms I encountered before surgery and after. -Nasal congestion, with a nasal cycle. Sometimes the left nostril is more congested, sometimes the right nostril is more congested. I experienced this before the surgery, and still do. It makes it difficult to breathe through my nose. -Difficulty breathing through the mouth. I have a varying degree of difficulty breathing through my mouth most of the day. It is not too often I can breathe through my mouth without any congestion or difficulty. Some days are worse than others though. Before surgery though, I could never breathe without any trouble, and I think getting the surgery helped. Still though, I'm thinking acid reflux MAY be a problem, but I am still in the dark about this one. My dad has a history of acid reflux. I do hear a rumbling in my stomach at times throughout the day and feel and hear something coming up my throat, but it is rather subtle. I am taking Prilosec, but still continue to have trouble breathing through my mouth since I started taking it. Just as I was typing this, I felt a rumbling in my stomach, hicoughed, and then felt that feeling in my throat, like something was coming up my throat (but subtle). I also experience chest pains, but only on occassion. Perhaps it could be more of an internal problem? I feel like I can't get enough air in when breathing through my mouth! -I have had a problem with mucus in my throat before the surgery for several years , and actually made a makeshift garbabe can for my room (grocery bag) to spit out the mucous. I still experience that, but now instead of mucous being a problem most of the time, nasal drip is now a problem as well, and I never experienced this before. It seems like if it's not the mucous in the back of the throat I can feel and have to spit out, it is the nasal drip. There are some times throughout the day I feel neither, but I feel one or the other most of the day. I must mention that my dad is lactose intolerant, and this may be causing some of that mucous and nasal drip. I cut dairy out of my diet for a few days, and didn't really notice a difference. I will try doing that again though. -I also am sneezing a LOT more than I was in the past and my nose actually feels rather irritated throughout the day. Sometimes, it is really bad. I never felt this before the surgery. ALSO ADDED RECENTLY: I must also note my nostrils itch throughout the day and I unfortunately have to sort of get in there with my thumb and scratch it (so it kind of looks like I'm doing something else if you know what I mean :nono: ). Some days are worse than others. I am thinking that my breathing problem may be the result of one factor, but perhaps more than one factor, which makes it harder to diagnose. My brother has a history of allergies. I have been tested for allergies, but only the basic allergies and nothing came up. From reading on this board, I may be allergic to something that is subtle and not tested for often (non-allergic) which is why I have re-posted in here. Whenever I have been asked Do you have allergies by a doctor or ENT, I have always told them No. I think I should at the very least, make another appointment with a doctor to get this checked out. My whole breathing seemed to start with a severe nosebleed in 7th grade (it would not stop for a good 20-25 minutes and had me very worried and the bleeding was profuse). I am fairly certain it was from getting hit in the face with a basketball which caused my septum to deviate. However, I can not say with absolute certainty. Maybe I just have trained my mind to think that way because I have never received any solid answers for why I experience my breathing problem and the possibility of a deviated septum made some sense. Can a deviated septum have any kind of ripple effect and cause other problems than just a nasal stuffiness? I know this is long, but I have had this problem for a LONG time, and I don't know what to do, because I just don't trust doctors or feel like they care and feel like it's a waste of time. When I finally make another appt. with a doctor, I want to be more informed and be more confident in my demands instead of allowing them to blow me off like I'm nothing. I know I will never get it solved if I don't go to a doctor, but I could sure use some stories of encouragement or similar encounters, because I am starting to feel hopeless about this. I really am. I feel like the big person upstairs has turned his/her back on me or that there is no back to turn. :( P.S.-Should I go back to the ENT who performed the surgery I mentioned above, or seek an opinion from another general doctor? My health insurance (I really wish I could change the insurance I have) demands I get a referral from a PCP(personal care physician) or general doctor --I am using them interchangably, but they are the same, and they can only refer me to certain specialists-I think. I doubt I could get a referral to see a top notch ENT, but I would have to double check on this. (edited: Nope, only within the current network I am in, which at any given time, is not going to be top notch in regards to what network I'd LIKE to be in. I don't trust my current PCP who gave me the referral to the ENT I went to and he doesn't really seem to care about me all that much. I'll still be talking to him, and he'll be like motioning for me to lay down on my back and then start feeling my stomach-spend about 1 to 2 minutes with me, then go off to another patient, make me wait 5 minutes and then come back for another 2 minutes. I do more waiting in the dang room than I do receiving care from the doctor. The only reason I went to that PCP was to get a referral to that ENT (someone recommended him). I did tell the ENT I don't have allergies, but then again no allergies is such a broad statement, but you would think he'd be a bit more questioning if he really cared about me, such as asking Well, what have you been tested for? The real kicker though is this- When I choose a new PCP, I must wait until the first of the next month to make an appt. with that doctor (and still have the insurance cover the visit). With kind regards, David J.",10,0.397520227
447489319,"What is the cause of symptoms, conditions, or test findings X?",No,,709242,how does your pvc feel?," I am just curious to see if you have felt something like this with anyone with pvc's. During or right after a pvc, my body feels like its getting a rush of blood. Is it because the beat after a pvc is forced to deliver more blood than normal?",65,0.142693397
447489652,"What is the cause of symptoms, conditions, or test findings X?",No,,237525,postnasal drip and chronic sore throat help," I never had a problem with allergies ever except for 5 years ago I started getting a constant postnasal drip down my throat but didn't have any other allergy symptoms at all. I have since seen many allergists and have literally tried every allergy medicine there is and have been taking the shots for 3 years. I have also seen several ENT doctors who can't seem to have any answer. I am a musician and was planning to sing and play my guitar for the rest of my life and was going to enter a school of music, but b/c of the post nasal I have lost my voice completely, I can hardly talk and I have chronic pain in my throat all the time. My throat bleeds everyday adn when I look at my throat in the mirror I have bloody looking stripes and cuts going down my throat from the constant postnasal drip. These past years I have experienced many many health problems and I am going through a severe depression that has lasted for years, and I need help but the doctos tell me they can't do anything. If someone has any clue and lead to help me please reply. This is the lest of my physical problems but if I can help one it will help me out.",10,0.571014051
447489438,"What is the cause of symptoms, conditions, or test findings X?",Yes,Yes,405799,Allergic reaction?," I don't have any allergies to food that I know of, but I'm wondering now if what happened tonight might have been an allergic reaction. I had some baked mahi mahi for dinner, and as soon as I started eating, the entire inside of my mouth started tingling/burning. I thought it was the seasoning on the fish, so kept eating. After eating a few pieces a few spots on my lips were swollen and parts of my gums too. I started having very slight difficultly swallowing, but I talked myself into believing I was psyching myself out and calmed down a bit. After a few minutes everything was almost back to normal, though my throat is really sore and I have a slight headache. Does this sound like an allergic reaction? I've never eaten mahi mahi before, but I've had plenty of other fish and seafood. Maybe it was something in the seasoning (put on at the store)?",10,0.999963754
447472079,Others.,No,,679029,what does breastcancer look like?, what does breastcancer look like?,23,0.070842263
447472278,Can drugs or treatments X cause adverse finding Y?,No,,738467,Sertraline (Zoloft)," I was diagnosed with depression about 8 weeks ago and was prescribed Sertraline 100mg. Less than a week after starting the pills I started experiencing bladder pain and a near constant feeling that I needed to pee. A few days after that I started to experience discomfort in my face, my tongue hurts and I think it is slightly swollen and my teeth and jaw hurt a bit. After 6 weeks my doctor thought that my problems might be side effects of the Sertraline and I was showing no signed of improved mood so he told me to stop taking it. Now I am nearly 2 weeks off the pills but I am still experiencing the same problems. I am due back to the doctor on Monday so I wanted to ask if anyone has experienced similar problems and how long it took for these symptoms to go away.",44,0.713111757
447489178,How should I manage or treat symptoms or conditions X?,No,,729589,please help me. its killing me," I am a 18 years old college students living in hostel far away from my home. i did well in my high school and i manage to get straight As. it was the most happiness and wonderful moments for me and my parents. Due to my excellent result i was offered into a local college to do my foundations in science and i accepted the scholarship cause its free and i can save my parents money. I was determined to excel in my foundations and i wanted to get all A for my subject. So i started my college day like all other students. go to lecture hall, then tutorial class, back to my room and do my homework and revision. But along with this i feel so sad and down but i tend to ignore it as i thought it must be homesick and it will gone soon, i just have to pay attention on my studies and everything will be fine.so i just study and study without bothering my thoughts and my low feelings but it is keep coming back. when i study something is telling me that im stupid and i wont make through my life and u know all sort of negative thoughts. But i fight every thought by motivating my self BUT IT ONLY LAST FOR 1 OR TWO DAYS THEN I HAVE TO START ALL OVER MY MOTIVATION PROCESS. Most of the time i cry because something is holding me from doing what i wanted ; it is some kind of lazy feeling but it is not want I wanted . Its like i want to study and be happy but the thing is stopping me . I feel useless and worthless. My heart is so heavy and empty most of the time. My roomates don&amp;amp;amp;amp;amp;#8217;t care about each other. We don&amp;amp;amp;amp;amp;#8217;t talk often or share same interest. One of my room mate wont close the light all night which make me hard to sleep. They are also noisy and I cant concentrate on my studies. They listen to music aloud and smack the door when they are stress. One of them always has her phone ringing for call and messages. Another roomate always talk in phone with her bf and parents for hours. But I just ignore all the distractions as I need to concentrate on my studies. So I tried a lot of ways such as study at library , at the caf� but im still sad and so tired. I try to listen to music and radio to cheer me up but it doesn&amp;amp;amp;amp;amp;#8217;t last. During this time i am still studying and i manage to keep up my grades. when i go to class i pretend to be happy, i smile and laugh but inside i was bleeding. I do experience chest pain, back pain, migraine and itchiness all over my body and i went to clinic for diagnosis but the medicine dosent work accept the painkiller which really work to reduce my back pain and migraine. sometimes i was so unenergetic and weak but still i push myself to class and lecture hall.I still have friends during this time cause i was one of the smartest student in class and everyone like to refer to me for answers and as guide .I fight with my self for almost 3 month and on the 4th month i was loosing my faith and im tired of fighting with my self cause my condition become worse. At this moment i start to call my mum and tell her alll my problems but it doesnt help.i told her i cant take it anymore as im sad and loss my motivation to study but she scold and scream at me. she told me im adding burden to her and she could not sleep thinking of my problem, so i feel guilty and stop bothering her. Day by day things become worse i could not take the pressure anymore as im having this racing negative thoughts haunting me most of the time. i give up on study as it is making me more suffer. i spend another two monts watching movies and television untill midnight to forget my problems. Final exam was near and i didnt give a damn about it. During final exam l i just scribble watever i know .my heart was numb during this last two month, I cant feel, happy or sad. Then I turned to a very hot tempered person. I get angry easily and become more irratated by people around me . All my friends left me as I stop studying as they cant get any benefit from me in sense of academic. That&amp;amp;amp;amp;amp;#8217;s when I discover I cant believe anyone. Most of the people are selfish and they just kick you out when ur down. My mum claim that im becoming bad and she predic it is because of friends influence but the fact is I don&amp;amp;amp;amp;amp;#8217;t even have true best friend here. I hate everyone in this world during this moment. They are not there went u need them .they suck all the good things out of u and when ur down they dump u like a trash. Even my roomates don&amp;amp;amp;amp;amp;#8217;t care about me. They stare at me as though im a trash in this college. I found out I cant function normally anymore and I call my mum . I ask her to bring me out of this college as I want to forget everything about this place. Money is not a problem for my family so they can enroll me in any other private college. I was traumatized by this place and I don&amp;amp;amp;amp;amp;#8217;t want to remember this place even in 10 years from now . I just hope I can runaway from this place. But my mum refuse to let me out; actually it is my dad who refuse and my mum just have to follow my dad decision . She thought everything is going to be ok and it is just part of growing up. one day I was online and I search about my migraine. I pressed this MD web about health. By the side of the page there was a quiz about being sad . So I took it and I found out that I was depressed . Now everything make sense. All the sad feeling, the down, the anger, the lost of appetite, the long sleeping hours which is like almost the whole day, the feeling of dying and useless, the confusion , the lost of interest in my study and low motivation. I called my mum and told her I want to see doctor or psychiatry but she don&amp;amp;amp;amp;amp;#8217;t believe me. During 1st semester holiday my mum bring me to a counselor but the she is making her own conclusion and prediction. She don&amp;amp;amp;amp;amp;#8217;t want to listen to me and when I told her my problem but she sarcastically claim that im selfish and don&amp;amp;amp;amp;amp;#8217;t think about my parents and bla, bla, bla &amp;amp;amp;amp;amp;#8230;.. I hate her for that. She cant understand me and pressure me a lot during the counselling session. So it&amp;amp;amp;amp;amp;#8217;s a fail. I went back home and no one bother about me. My mum is claiming that im pretending and acting infront of her and my dad. Things get worse I had argument with my mum and we didn&amp;amp;amp;amp;amp;#8217;t talk for 2 weeks. After that im back to college with no motivation and full of negative thoughts. I go to class but I cant pay attention. My mind is wandering. I write poems and song lyrics about my feelings. I listen to all sad song that kind of depressed one cause it make me feel someone is understanding me. But I have to admit I don&amp;amp;amp;amp;amp;#8217;t like the way im living but im tired of arguing with my parents and fighting with myself. So I began to accept me as who I am now. I cant remember who I am last time as I am totally different person now. Im tired of crying and seek of trying . I give up on help and thought I will be suffering like this for my whole life. I went back home for Christmas holiday and I ask my mum to bring me to a psychiatry. After 2 days of argument my parents bring me to a private psychiatry clinic. I told him my story and he gave me some antidepressant which is cymbalta and frisium . He also claimed that he will give me 10 days of MC but my mum doesnt agree as im having mid year exam the other week. So the psychiatry gave me 4 days of mc and ask me to come back on 9th of January . My mum can still think about my exam when I am sick. I told my parents I don&amp;amp;amp;amp;amp;#8217;t want to continue study there cause I don&amp;amp;amp;amp;amp;#8217;t like that place as all the past experience is haunting me back but they refuse they said that the doctor had gave me medicine and ill be ok . But I found out the antidepressant wont work in short period. So im back to my college and sitting in my hostel room. Most of the time im so weak and unenergetic. I feel so cold and wrap my self with blanket sleeping like a child the whole day. I rarely eat but I force my self to eat some cookies . Im so lonely and cold. My heart is pulling me down to earth . I cant do anything. Its hard for me to wake up in morning to go for exam .i think it must be the side effect of the drug. Today is my first day of exam and my mind is so blank. I give up and expected F for my biology test today as well as math and chemistry exam . I try to study but all I can do is stare at the words and I start crying thinking my parents don&amp;amp;amp;amp;amp;#8217;t understand me and why my life end up this way. I think its not fair cause nothing bad happen to me to cause me depressed . I was stressed with the college life but I was actually able to cope with it and stress is normal for me as student in college. I always wonder why I become like this. Why this happen to me . Everyone is ok here but why Im so sad and down everyday. I realize that my parents care about me but they cant understand me so they scold me and shout at me. My mum is calling and asking am I studying or not. If I told her that I cant she will be worried about me and obviously scold me, so I lie to her that im ok and I had my lunch when I didn&amp;amp;amp;amp;amp;#8217;t actually. Then I realize no one can help me , I must help my self, so I was just waiting for my next appointment on 9th. But the waiting seem to be so long. I get tired of waiting but I want to recover, I want to be happy again, to be able to enjoy my life and motivated in my life. Deep inside I was so hurt and its painfull. I cant get my mind right and i always breakdown. I cant blame my parents. My mum is housewife and my dad is business man. They are not exposed to mental health problem. I cant blame them . Sometimes I feel that they don&amp;amp;amp;amp;amp;#8217;t deserve me. They are wasting money on me for treatment and they are wasting there energy on me. I feel like I give them troubles. But sometimes im angry with them because no matter how hard I try to explain they don&amp;amp;amp;amp;amp;#8217;t get it. I ask them to find about depression on internet but they are way too busy . They care about my education but they cant see that im sick and ill . Last time I wanted to become doctor .it was my dream but now I don&amp;amp;amp;amp;amp;#8217;t even know wat I want. I just want to get out of this place go somewhere to find peace but I was wondering is thre anywhere I can find peace&amp;amp;amp;amp;amp;#8230;. My home is not right place as my parents always argue, my elder brother don&amp;amp;amp;amp;amp;#8217;t talk to my mum since last 3 years . My other two younger sister mind there own work and another younger brother which is the last child in my family get bullied in school but he is closest to me compared to all my other siblings. My home is very noisy and chaos. My college is too scary for me . I don&amp;amp;amp;amp;amp;#8217;t know where to go. I want to run away but its impossible to run from college. All I want is some peace but I doubt whether I will find it. I even try to talk to my teacher but she cant help me too&amp;amp;amp;amp;amp;#8230; I don&amp;amp;amp;amp;amp;#8217;t know what I should do . I wish I don&amp;amp;amp;amp;amp;#8217;t have depression . I don&amp;amp;amp;amp;amp;#8217;t have anyone to tell my problem . I just hope god will guide me through this&amp;amp;amp;amp;amp;#8230;. Sorry for the long boring story . But I really need to express it .thank you for spending ur time reading my story . Actually this is just the synopsis of my life before and after depression .",44,0.687885326
447489671,"What is the cause of symptoms, conditions, or test findings X?",Yes,Yes,653259,Needing help or suggestions on what could be causing my chest pains," Hello everyone, I need some help or some suggestions on what could be going on possibly with my heart. I'm currently 24 years old. I don't drink or smoke. I'm not overweight but I'm not extremely fit. But I am on anxiety medication. Since 2005 I've had these strange chest pains, mostly ranging in the center or left center area of my chest. Sometimes on occasion I'll feel them on the right side of my chest or near my left shoulder blade. The pains are dull and lasts between seven and ten seconds. The pains usually are not deep, they originate and stay between the skin and the bone of my center to left chest and I've never felt these pains yet per say in my back or any lower or deeper than between where my skin ends and bone begins, which may suggest it could be coming from my nerves. Also, they apparently go away for alittle while if I rub or massage my chest. Again, the pains feel dull but they are quite constant. During 2005, when I first had these pains, I got checked out at the hospital three different times because at the time, I felt like I was developing heart issues. The main why I thought that was because of the fact I was born pre mature with a under developed heart which was supposedly closed up when I was given medicine by the doctors who delivered me. But when I was getting checked out at the hospital I remember them doing EKG's, chest x-rays, and even checking my gall bladder with a ultrasound and all the results came up negative. They and my doctor were sold on the fact that it was anxiety. But on many occasions, even during rest, I'll have these annoying chest pains. They are not unbearable or at least not yet, but I need to find out if my doctor and the medical staff at the hospital didn't miss anything. Basically, I'm asking, if you were me, considering the nature of these chest pains, are they anxiety, or something else like pinched nerves or aching muscles, or could the be indications of the early stages of heart disease? I'm not extremely scared but I am quite concerned right now. My last blood test showed that my cholesterol level was back to normal it used to be high and my blood pressure stays right around average when I'm not anxious. But anyway, I'll welcome any kind of ideas or suggestions any of you may have. Thank you all for your time",65,0.182438969
439158214,"Story telling, news, sharing or asking about experience, or soliciting support.",No,,519339,Discovered a lump in my breast?, I have just recently discovered a lump in my breast and am really freaked out about what is ahead for my life. I am desperately afraid to see a doctor because of information I've come across. I am just really sceptical about anything right now. Thanks,23,0.918165089
447489286,Can drugs or treatments X cause adverse finding Y?,Yes,Yes,544641,Can Xanax cause depression?," I am on Prozac for anxiety the past month and taking xanax as needed. I notice that xanax makes me more sad and depressed! Is this a side effect of xanax, or the Prozac not working??",44,0.077937737
447489222,How should I manage or treat symptoms or conditions X?,Yes,Yes,694323,What to do?, Hello ive found out through many self test that i have depression i know i should see a councler but i feel i shouldn't i dont want to tell my parents because they think im a happy person i just dont know what to do at this point does anyone else know how i should get through this?,44,0.369452721
447489167,How should I manage or treat symptoms or conditions X?,Yes,Yes,624069,when will I start feeling better with Zoloft," when will I start feeling better with Zoloft, I am on it for 2 weeks and 2 days, and I dont feel any batter",44,0.979883774
447489437,"What is the cause of symptoms, conditions, or test findings X?",Yes,Yes,720814,adenofibroma as cancer?," I am a two year colon cancer survivor and after my annual mammo, diagnostic mammo and breast ultrasound it is determined that i need a needle biopsy for what is believed to be a adenofibroma. Has anyone had a breast cancer diagnosis from what was thought to be an adenofibroma? I'm numb from the news, and don't have my ultrasound driven biopsy for another week. I'd like to find info/stats as to how often an adenofibroma is cancer or not, so experienced people are a big help I look forward to hearing from you.",23,0.099612549
